figure,dataset,x_axis,curve,x,certified_accuracy
15,Cora-ML,Perturbation Size,h=sha1,8,0.63
15,Cora-ML,Perturbation Size,h=sha1,9,0.625
15,Cora-ML,Perturbation Size,h=sha1,10,0.618
15,Cora-ML,Perturbation Size,h=sha1,11,0.611
15,Cora-ML,Perturbation Size,h=sha1,12,0.607
15,Cora-ML,Perturbation Size,h=sha1,13,0.605
15,Cora-ML,Perturbation Size,h=sha1,14,0.602
15,Cora-ML,Perturbation Size,h=sha1,15,0.598
15,Cora-ML,Perturbation Size,h=sha1,16,0.594
15,Cora-ML,Perturbation Size,h=sha1,17,0.592
15,Cora-ML,Perturbation Size,h=sha1,18,0.585
15,Cora-ML,Perturbation Size,h=sha1,19,0.583
15,Cora-ML,Perturbation Size,h=sha1,20,0.576
15,Cora-ML,Perturbation Size,h=sha1,21,0.569
15,Cora-ML,Perturbation Size,h=sha1,22,0.562
15,Cora-ML,Perturbation Size,h=sha1,23,0.555
15,Cora-ML,Perturbation Size,h=sha1,24,0.548
15,Cora-ML,Perturbation Size,h=sha1,25,0.534
15,Cora-ML,Perturbation Size,h=sha1,26,0.517
15,Cora-ML,Perturbation Size,h=sha1,27,0.485
15,Cora-ML,Perturbation Size,h=sha1,28,0.413
15,Cora-ML,Perturbation Size,h=sha1,29,0.022
15,Cora-ML,Perturbation Size,h=sha256,0,0.684
15,Cora-ML,Perturbation Size,h=sha256,1,0.683
15,Cora-ML,Perturbation Size,h=sha256,2,0.682
15,Cora-ML,Perturbation Size,h=sha256,3,0.677
15,Cora-ML,Perturbation Size,h=sha256,4,0.675
15,Cora-ML,Perturbation Size,h=sha256,5,0.672
15,Cora-ML,Perturbation Size,h=sha256,6,0.669
15,Cora-ML,Perturbation Size,h=sha256,7,0.664
15,Cora-ML,Perturbation Size,h=sha256,8,0.662
15,Cora-ML,Perturbation Size,h=sha256,9,0.657
15,Cora-ML,Perturbation Size,h=sha256,10,0.655
15,Cora-ML,Perturbation Size,h=sha256,11,0.653
15,Cora-ML,Perturbation Size,h=sha256,12,0.648
15,Cora-ML,Perturbation Size,h=sha256,13,0.646
15,Cora-ML,Perturbation Size,h=sha256,14,0.644
15,Cora-ML,Perturbation Size,h=sha256,15,0.638
15,Cora-ML,Perturbation Size,h=sha256,16,0.638
15,Cora-ML,Perturbation Size,h=sha256,17,0.633
15,Cora-ML,Perturbation Size,h=sha256,18,0.626
15,Cora-ML,Perturbation Size,h=sha256,19,0.624
15,Cora-ML,Perturbation Size,h=sha256,20,0.617
15,Cora-ML,Perturbation Size,h=sha256,21,0.608
15,Cora-ML,Perturbation Size,h=sha256,22,0.601
15,Cora-ML,Perturbation Size,h=sha256,23,0.594
15,Cora-ML,Perturbation Size,h=sha256,24,0.587
15,Cora-ML,Perturbation Size,h=sha256,25,0.572
15,Cora-ML,Perturbation Size,h=sha256,26,0.554
15,Cora-ML,Perturbation Size,h=sha256,27,0.517
15,Cora-ML,Perturbation Size,h=sha256,28,0.324
15,Cora-ML,Perturbation Size,h=sha256,29,0.04
15,Citeseer,Perturbation Size,h=md5,1,0.68
15,Citeseer,Perturbation Size,h=md5,2,0.654
15,Citeseer,Perturbation Size,h=md5,3,0.671
15,Citeseer,Perturbation Size,h=md5,4,0.669
15,Citeseer,Perturbation Size,h=md5,5,0.663
15,Citeseer,Perturbation Size,h=md5,6,0.641
15,Citeseer,Perturbation Size,h=md5,7,0.654
15,Citeseer,Perturbation Size,h=md5,8,0.637
15,Citeseer,Perturbation Size,h=md5,9,0.631
15,Citeseer,Perturbation Size,h=md5,10,0.629
15,Citeseer,Perturbation Size,h=md5,11,0.621
15,Citeseer,Perturbation Size,h=md5,12,0.618
15,Citeseer,Perturbation Size,h=md5,13,0.611
15,Citeseer,Perturbation Size,h=md5,14,0.605
15,Citeseer,Perturbation Size,h=md5,15,0.598
15,Citeseer,Perturbation Size,h=md5,16,0.591
15,Citeseer,Perturbation Size,h=md5,17,0.589
15,Citeseer,Perturbation Size,h=md5,18,0.584
15,Citeseer,Perturbation Size,h=md5,19,0.575
15,Citeseer,Perturbation Size,h=md5,20,0.568
15,Citeseer,Perturbation Size,h=md5,21,0.559
15,Citeseer,Perturbation Size,h=md5,22,0.549
15,Citeseer,Perturbation Size,h=md5,23,0.544
15,Citeseer,Perturbation Size,h=md5,24,0.533
15,Citeseer,Perturbation Size,h=md5,25,0.522
15,Citeseer,Perturbation Size,h=md5,26,0.506
15,Citeseer,Perturbation Size,h=md5,27,0.44
15,Citeseer,Perturbation Size,h=md5,28,0.397
15,Citeseer,Perturbation Size,h=sha1,0,0.672
15,Citeseer,Perturbation Size,h=sha1,1,0.67
15,Citeseer,Perturbation Size,h=sha1,2,0.666
15,Citeseer,Perturbation Size,h=sha1,3,0.661
15,Citeseer,Perturbation Size,h=sha1,4,0.659
15,Citeseer,Perturbation Size,h=sha1,5,0.654
15,Citeseer,Perturbation Size,h=sha1,6,0.649
15,Citeseer,Perturbation Size,h=sha1,7,0.644
15,Citeseer,Perturbation Size,h=sha1,8,0.639
15,Citeseer,Perturbation Size,h=sha1,9,0.632
15,Citeseer,Perturbation Size,h=sha1,10,0.621
15,Citeseer,Perturbation Size,h=sha1,11,0.609
15,Citeseer,Perturbation Size,h=sha1,12,0.605
15,Citeseer,Perturbation Size,h=sha1,13,0.598
15,Citeseer,Perturbation Size,h=sha1,14,0.591
15,Citeseer,Perturbation Size,h=sha1,15,0.582
15,Citeseer,Perturbation Size,h=sha1,16,0.576
15,Citeseer,Perturbation Size,h=sha1,17,0.571
15,Citeseer,Perturbation Size,h=sha1,18,0.567
15,Citeseer,Perturbation Size,h=sha1,19,0.557
15,Citeseer,Perturbation Size,h=sha1,20,0.551
15,Citeseer,Perturbation Size,h=sha1,21,0.541
15,Citeseer,Perturbation Size,h=sha1,22,0.532
15,Citeseer,Perturbation Size,h=sha1,23,0.525
15,Citeseer,Perturbation Size,h=sha1,24,0.516
15,Citeseer,Perturbation Size,h=sha1,25,0.503
15,Citeseer,Perturbation Size,h=sha1,26,0.489
15,Citeseer,Perturbation Size,h=sha1,27,0.451
15,Citeseer,Perturbation Size,h=sha1,28,0.375
15,Citeseer,Perturbation Size,h=sha256,0,0.732
15,Citeseer,Perturbation Size,h=sha256,1,0.729
15,Citeseer,Perturbation Size,h=sha256,2,0.723
15,Citeseer,Perturbation Size,h=sha256,3,0.721
15,Citeseer,Perturbation Size,h=sha256,4,0.717
15,Citeseer,Perturbation Size,h=sha256,5,0.714
15,Citeseer,Perturbation Size,h=sha256,6,0.706
15,Citeseer,Perturbation Size,h=sha256,7,0.701
15,Citeseer,Perturbation Size,h=sha256,8,0.697
15,Citeseer,Perturbation Size,h=sha256,9,0.676
15,Citeseer,Perturbation Size,h=sha256,10,0.662
15,Citeseer,Perturbation Size,h=sha256,11,0.653
15,Citeseer,Perturbation Size,h=sha256,12,0.651
15,Citeseer,Perturbation Size,h=sha256,13,0.644
15,Citeseer,Perturbation Size,h=sha256,14,0.636
15,Citeseer,Perturbation Size,h=sha256,15,0.626
15,Citeseer,Perturbation Size,h=sha256,16,0.622
15,Citeseer,Perturbation Size,h=sha256,17,0.617
15,Citeseer,Perturbation Size,h=sha256,18,0.613
15,Citeseer,Perturbation Size,h=sha256,19,0.601
15,Citeseer,Perturbation Size,h=sha256,20,0.594
15,Citeseer,Perturbation Size,h=sha256,21,0.583
15,Citeseer,Perturbation Size,h=sha256,22,0.574
15,Citeseer,Perturbation Size,h=sha256,23,0.567
15,Citeseer,Perturbation Size,h=sha256,24,0.557
15,Citeseer,Perturbation Size,h=sha256,25,0.545
15,Citeseer,Perturbation Size,h=sha256,26,0.529
15,Citeseer,Perturbation Size,h=sha256,27,0.485
15,Citeseer,Perturbation Size,h=sha256,28,0.308
15,Citeseer,Perturbation Size,h=sha256,29,0.005
15,Pubmed,Perturbation Size,h=md5,1,0.867
15,Pubmed,Perturbation Size,h=md5,2,0.866
15,Pubmed,Perturbation Size,h=md5,3,0.864
15,Pubmed,Perturbation Size,h=md5,4,0.862
15,Pubmed,Perturbation Size,h=md5,5,0.859
15,Pubmed,Perturbation Size,h=md5,6,0.856
15,Pubmed,Perturbation Size,h=md5,7,0.854
15,Pubmed,Perturbation Size,h=md5,8,0.837
15,Pubmed,Perturbation Size,h=md5,9,0.851
15,Pubmed,Perturbation Size,h=md5,10,0.844
15,Pubmed,Perturbation Size,h=md5,11,0.839
15,Pubmed,Perturbation Size,h=md5,12,0.839
15,Pubmed,Perturbation Size,h=md5,13,0.837
15,Pubmed,Perturbation Size,h=md5,14,0.834
15,Pubmed,Perturbation Size,h=md5,15,0.832
15,Pubmed,Perturbation Size,h=md5,16,0.83
15,Pubmed,Perturbation Size,h=md5,17,0.828
15,Pubmed,Perturbation Size,h=md5,18,0.825
15,Pubmed,Perturbation Size,h=md5,19,0.823
15,Pubmed,Perturbation Size,h=md5,20,0.821
15,Pubmed,Perturbation Size,h=md5,21,0.818
15,Pubmed,Perturbation Size,h=md5,22,0.811
15,Pubmed,Perturbation Size,h=md5,23,0.808
15,Pubmed,Perturbation Size,h=md5,24,0.8
15,Pubmed,Perturbation Size,h=md5,25,0.795
15,Pubmed,Perturbation Size,h=md5,26,0.784
15,Pubmed,Perturbation Size,h=md5,27,0.756
15,Pubmed,Perturbation Size,h=md5,28,0.685
15,Pubmed,Perturbation Size,h=sha1,0,0.864
15,Pubmed,Perturbation Size,h=sha1,1,0.861
15,Pubmed,Perturbation Size,h=sha1,2,0.86
15,Pubmed,Perturbation Size,h=sha1,3,0.857
15,Pubmed,Perturbation Size,h=sha1,4,0.855
15,Pubmed,Perturbation Size,h=sha1,5,0.851
15,Pubmed,Perturbation Size,h=sha1,6,0.848
15,Pubmed,Perturbation Size,h=sha1,7,0.846
15,Pubmed,Perturbation Size,h=sha1,8,0.846
15,Pubmed,Perturbation Size,h=sha1,9,0.841
15,Pubmed,Perturbation Size,h=sha1,10,0.834
15,Pubmed,Perturbation Size,h=sha1,11,0.828
15,Pubmed,Perturbation Size,h=sha1,12,0.825
15,Pubmed,Perturbation Size,h=sha1,13,0.824
15,Pubmed,Perturbation Size,h=sha1,14,0.821
15,Pubmed,Perturbation Size,h=sha1,15,0.818
15,Pubmed,Perturbation Size,h=sha1,16,0.816
15,Pubmed,Perturbation Size,h=sha1,17,0.814
15,Pubmed,Perturbation Size,h=sha1,18,0.809
15,Pubmed,Perturbation Size,h=sha1,19,0.809
15,Pubmed,Perturbation Size,h=sha1,20,0.805
15,Pubmed,Perturbation Size,h=sha1,21,0.802
15,Pubmed,Perturbation Size,h=sha1,22,0.795
15,Pubmed,Perturbation Size,h=sha1,23,0.791
15,Pubmed,Perturbation Size,h=sha1,24,0.786
15,Pubmed,Perturbation Size,h=sha1,25,0.777
15,Pubmed,Perturbation Size,h=sha1,26,0.766
15,Pubmed,Perturbation Size,h=sha1,27,0.738
15,Pubmed,Perturbation Size,h=sha1,28,0.669
15,Pubmed,Perturbation Size,h=sha1,29,0.086
15,Pubmed,Perturbation Size,h=sha256,0,0.845
15,Pubmed,Perturbation Size,h=sha256,1,0.843
15,Pubmed,Perturbation Size,h=sha256,2,0.84
15,Pubmed,Perturbation Size,h=sha256,3,0.84
15,Pubmed,Perturbation Size,h=sha256,4,0.838
15,Pubmed,Perturbation Size,h=sha256,5,0.836
15,Pubmed,Perturbation Size,h=sha256,6,0.832
15,Pubmed,Perturbation Size,h=sha256,7,0.83
15,Pubmed,Perturbation Size,h=sha256,8,0.829
15,Pubmed,Perturbation Size,h=sha256,9,0.814
15,Pubmed,Perturbation Size,h=sha256,10,0.805
15,Pubmed,Perturbation Size,h=sha256,11,0.802
15,Pubmed,Perturbation Size,h=sha256,12,0.801
15,Pubmed,Perturbation Size,h=sha256,13,0.8
15,Pubmed,Perturbation Size,h=sha256,14,0.797
15,Pubmed,Perturbation Size,h=sha256,15,0.794
15,Pubmed,Perturbation Size,h=sha256,16,0.792
15,Pubmed,Perturbation Size,h=sha256,17,0.79
15,Pubmed,Perturbation Size,h=sha256,18,0.785
15,Pubmed,Perturbation Size,h=sha256,19,0.785
15,Pubmed,Perturbation Size,h=sha256,20,0.78
15,Pubmed,Perturbation Size,h=sha256,21,0.778
15,Pubmed,Perturbation Size,h=sha256,22,0.771
15,Pubmed,Perturbation Size,h=sha256,23,0.767
15,Pubmed,Perturbation Size,h=sha256,24,0.762
15,Pubmed,Perturbation Size,h=sha256,25,0.754
15,Pubmed,Perturbation Size,h=sha256,26,0.743
15,Pubmed,Perturbation Size,h=sha256,27,0.71
15,Pubmed,Perturbation Size,h=sha256,28,0.508
15,Pubmed,Perturbation Size,h=sha256,29,0.106
15,Amazon-C,Perturbation Size,h=md5,1,0.8
15,Amazon-C,Perturbation Size,h=md5,2,0.795
15,Amazon-C,Perturbation Size,h=md5,3,0.791
15,Amazon-C,Perturbation Size,h=md5,4,0.789
15,Amazon-C,Perturbation Size,h=md5,5,0.785
15,Amazon-C,Perturbation Size,h=md5,6,0.78
15,Amazon-C,Perturbation Size,h=md5,7,0.776
15,Amazon-C,Perturbation Size,h=md5,8,0.772
15,Amazon-C,Perturbation Size,h=md5,9,0.766
15,Amazon-C,Perturbation Size,h=md5,10,0.772
15,Amazon-C,Perturbation Size,h=md5,11,0.766
15,Amazon-C,Perturbation Size,h=md5,12,0.761
15,Amazon-C,Perturbation Size,h=md5,13,0.754
15,Amazon-C,Perturbation Size,h=md5,14,0.747
15,Amazon-C,Perturbation Size,h=md5,15,0.743
15,Amazon-C,Perturbation Size,h=md5,16,0.738
15,Amazon-C,Perturbation Size,h=md5,17,0.729
15,Amazon-C,Perturbation Size,h=md5,18,0.724
15,Amazon-C,Perturbation Size,h=md5,19,0.717
15,Amazon-C,Perturbation Size,h=md5,20,0.71
15,Amazon-C,Perturbation Size,h=md5,21,0.701
15,Amazon-C,Perturbation Size,h=md5,22,0.69
15,Amazon-C,Perturbation Size,h=md5,23,0.679
15,Amazon-C,Perturbation Size,h=md5,24,0.664
15,Amazon-C,Perturbation Size,h=md5,25,0.646
15,Amazon-C,Perturbation Size,h=md5,26,0.621
15,Amazon-C,Perturbation Size,h=md5,27,0.586
15,Amazon-C,Perturbation Size,h=md5,28,0.345
15,Amazon-C,Perturbation Size,h=sha1,0,0.802
15,Amazon-C,Perturbation Size,h=sha1,1,0.8
15,Amazon-C,Perturbation Size,h=sha1,2,0.795
15,Amazon-C,Perturbation Size,h=sha1,3,0.793
15,Amazon-C,Perturbation Size,h=sha1,4,0.789
15,Amazon-C,Perturbation Size,h=sha1,5,0.789
15,Amazon-C,Perturbation Size,h=sha1,6,0.784
15,Amazon-C,Perturbation Size,h=sha1,7,0.779
15,Amazon-C,Perturbation Size,h=sha1,8,0.779
15,Amazon-C,Perturbation Size,h=sha1,9,0.777
15,Amazon-C,Perturbation Size,h=sha1,10,0.772
15,Amazon-C,Perturbation Size,h=sha1,11,0.759
15,Amazon-C,Perturbation Size,h=sha1,12,0.754
15,Amazon-C,Perturbation Size,h=sha1,13,0.749
15,Amazon-C,Perturbation Size,h=sha1,14,0.74
15,Amazon-C,Perturbation Size,h=sha1,15,0.738
15,Amazon-C,Perturbation Size,h=sha1,16,0.733
15,Amazon-C,Perturbation Size,h=sha1,17,0.724
15,Amazon-C,Perturbation Size,h=sha1,18,0.72
15,Amazon-C,Perturbation Size,h=sha1,19,0.713
15,Amazon-C,Perturbation Size,h=sha1,20,0.705
15,Amazon-C,Perturbation Size,h=sha1,21,0.695
15,Amazon-C,Perturbation Size,h=sha1,22,0.683
15,Amazon-C,Perturbation Size,h=sha1,23,0.671
15,Amazon-C,Perturbation Size,h=sha1,24,0.657
15,Amazon-C,Perturbation Size,h=sha1,25,0.639
15,Amazon-C,Perturbation Size,h=sha1,26,0.611
15,Amazon-C,Perturbation Size,h=sha1,27,0.578
15,Amazon-C,Perturbation Size,h=sha1,28,0.492
15,Amazon-C,Perturbation Size,h=sha256,0,0.817
15,Amazon-C,Perturbation Size,h=sha256,1,0.813
15,Amazon-C,Perturbation Size,h=sha256,2,0.808
15,Amazon-C,Perturbation Size,h=sha256,3,0.805
15,Amazon-C,Perturbation Size,h=sha256,4,0.801
15,Amazon-C,Perturbation Size,h=sha256,5,0.799
15,Amazon-C,Perturbation Size,h=sha256,6,0.793
15,Amazon-C,Perturbation Size,h=sha256,7,0.789
15,Amazon-C,Perturbation Size,h=sha256,8,0.784
15,Amazon-C,Perturbation Size,h=sha256,9,0.768
15,Amazon-C,Perturbation Size,h=sha256,10,0.752
15,Amazon-C,Perturbation Size,h=sha256,11,0.747
15,Amazon-C,Perturbation Size,h=sha256,12,0.74
15,Amazon-C,Perturbation Size,h=sha256,13,0.733
15,Amazon-C,Perturbation Size,h=sha256,14,0.728
15,Amazon-C,Perturbation Size,h=sha256,15,0.721
15,Amazon-C,Perturbation Size,h=sha256,16,0.716
15,Amazon-C,Perturbation Size,h=sha256,17,0.707
15,Amazon-C,Perturbation Size,h=sha256,18,0.702
15,Amazon-C,Perturbation Size,h=sha256,19,0.695
15,Amazon-C,Perturbation Size,h=sha256,20,0.689
15,Amazon-C,Perturbation Size,h=sha256,21,0.679
15,Amazon-C,Perturbation Size,h=sha256,22,0.668
15,Amazon-C,Perturbation Size,h=sha256,23,0.656
15,Amazon-C,Perturbation Size,h=sha256,24,0.643
15,Amazon-C,Perturbation Size,h=sha256,25,0.625
15,Amazon-C,Perturbation Size,h=sha256,26,0.598
15,Amazon-C,Perturbation Size,h=sha256,27,0.563
15,Amazon-C,Perturbation Size,h=sha256,28,0.386
15,Amazon-C,Perturbation Size,h=sha256,29,0.005
16,AIDS,Perturbation Size,h=md5,1,0.606
16,AIDS,Perturbation Size,h=md5,2,0.349
16,AIDS,Perturbation Size,h=md5,3,0.141
16,AIDS,Perturbation Size,h=md5,4,0.069
16,AIDS,Perturbation Size,h=md5,5,0.028
16,AIDS,Perturbation Size,h=md5,6,0.039
16,AIDS,Perturbation Size,h=md5,8,0.025
16,AIDS,Perturbation Size,h=md5,10,0.025
16,AIDS,Perturbation Size,h=md5,11,0.021
16,AIDS,Perturbation Size,h=md5,13,0.021
16,AIDS,Perturbation Size,h=md5,14,0.016
16,AIDS,Perturbation Size,h=md5,15,0.016
16,AIDS,Perturbation Size,h=sha1,0,0.809
16,AIDS,Perturbation Size,h=sha1,1,0.634
16,AIDS,Perturbation Size,h=sha1,2,0.397
16,AIDS,Perturbation Size,h=sha1,3,0.166
16,AIDS,Perturbation Size,h=sha1,4,0.064
16,AIDS,Perturbation Size,h=sha1,5,0.041
16,AIDS,Perturbation Size,h=sha1,6,0.036
16,AIDS,Perturbation Size,h=sha1,7,0.033
16,AIDS,Perturbation Size,h=sha1,10,0.025
16,AIDS,Perturbation Size,h=sha1,11,0.022
16,AIDS,Perturbation Size,h=sha1,12,0.023
16,AIDS,Perturbation Size,h=sha1,14,0.016
16,AIDS,Perturbation Size,h=sha1,15,0.016
16,AIDS,Perturbation Size,h=sha256,0,0.779
16,AIDS,Perturbation Size,h=sha256,1,0.602
16,AIDS,Perturbation Size,h=sha256,2,0.377
16,AIDS,Perturbation Size,h=sha256,3,0.156
16,AIDS,Perturbation Size,h=sha256,4,0.053
16,AIDS,Perturbation Size,h=sha256,5,0.032
16,AIDS,Perturbation Size,h=sha256,6,0.028
16,AIDS,Perturbation Size,h=sha256,7,0.025
16,AIDS,Perturbation Size,h=sha256,8,0.023
16,AIDS,Perturbation Size,h=sha256,9,0.021
16,AIDS,Perturbation Size,h=sha256,10,0.021
16,AIDS,Perturbation Size,h=sha256,11,0.018
16,AIDS,Perturbation Size,h=sha256,12,0.016
16,AIDS,Perturbation Size,h=sha256,13,0.016
16,AIDS,Perturbation Size,h=sha256,14,0.014
16,AIDS,Perturbation Size,h=sha256,15,0.011
16,MUTAG,Perturbation Size,h=md5,1,0.579
16,MUTAG,Perturbation Size,h=md5,2,0.456
16,MUTAG,Perturbation Size,h=md5,3,0.346
16,MUTAG,Perturbation Size,h=md5,4,0.267
16,MUTAG,Perturbation Size,h=md5,5,0.175
16,MUTAG,Perturbation Size,h=md5,6,0.099
16,MUTAG,Perturbation Size,h=md5,7,0.053
16,MUTAG,Perturbation Size,h=md5,10,0.009
16,MUTAG,Perturbation Size,h=md5,12,0.003
16,MUTAG,Perturbation Size,h=md5,13,0.003
16,MUTAG,Perturbation Size,h=md5,15,0.003
16,MUTAG,Perturbation Size,h=sha1,0,0.66
16,MUTAG,Perturbation Size,h=sha1,1,0.582
16,MUTAG,Perturbation Size,h=sha1,2,0.476
16,MUTAG,Perturbation Size,h=sha1,3,0.369
16,MUTAG,Perturbation Size,h=sha1,4,0.283
16,MUTAG,Perturbation Size,h=sha1,5,0.205
16,MUTAG,Perturbation Size,h=sha1,6,0.126
16,MUTAG,Perturbation Size,h=sha1,7,0.068
16,MUTAG,Perturbation Size,h=sha1,8,0.04
16,MUTAG,Perturbation Size,h=sha1,9,0.024
16,MUTAG,Perturbation Size,h=sha1,10,0.014
16,MUTAG,Perturbation Size,h=sha1,11,0.01
16,MUTAG,Perturbation Size,h=sha1,12,0.008
16,MUTAG,Perturbation Size,h=sha1,14,0.008
16,MUTAG,Perturbation Size,h=sha1,15,0.008
16,MUTAG,Perturbation Size,h=sha256,0,0.641
16,MUTAG,Perturbation Size,h=sha256,1,0.563
16,MUTAG,Perturbation Size,h=sha256,2,0.457
16,MUTAG,Perturbation Size,h=sha256,3,0.359
16,MUTAG,Perturbation Size,h=sha256,4,0.26
16,MUTAG,Perturbation Size,h=sha256,5,0.182
16,MUTAG,Perturbation Size,h=sha256,6,0.106
16,MUTAG,Perturbation Size,h=sha256,8,0.032
16,MUTAG,Perturbation Size,h=sha256,9,0.016
16,MUTAG,Perturbation Size,h=sha256,10,0.006
16,MUTAG,Perturbation Size,h=sha256,11,0.005
16,MUTAG,Perturbation Size,h=sha256,12,0.003
16,MUTAG,Perturbation Size,h=sha256,14,0.003
16,MUTAG,Perturbation Size,h=sha256,15,0.003
16,PROTEINS,Perturbation Size,h=md5,0,0.799
16,PROTEINS,Perturbation Size,h=md5,1,0.752
16,PROTEINS,Perturbation Size,h=md5,2,0.724
16,PROTEINS,Perturbation Size,h=md5,3,0.694
16,PROTEINS,Perturbation Size,h=md5,4,0.657
16,PROTEINS,Perturbation Size,h=md5,5,0.623
16,PROTEINS,Perturbation Size,h=md5,6,0.591
16,PROTEINS,Perturbation Size,h=md5,7,0.57
16,PROTEINS,Perturbation Size,h=md5,8,0.54
16,PROTEINS,Perturbation Size,h=md5,9,0.506
16,PROTEINS,Perturbation Size,h=md5,10,0.472
16,PROTEINS,Perturbation Size,h=md5,11,0.428
16,PROTEINS,Perturbation Size,h=md5,12,0.386
16,PROTEINS,Perturbation Size,h=md5,13,0.356
16,PROTEINS,Perturbation Size,h=md5,15,0.282
16,PROTEINS,Perturbation Size,h=md5,16,0.251
16,PROTEINS,Perturbation Size,h=md5,17,0.23
16,PROTEINS,Perturbation Size,h=md5,18,0.193
16,PROTEINS,Perturbation Size,h=md5,20,0.126
16,PROTEINS,Perturbation Size,h=md5,22,0.048
16,PROTEINS,Perturbation Size,h=sha1,0,0.834
16,PROTEINS,Perturbation Size,h=sha1,1,0.784
16,PROTEINS,Perturbation Size,h=sha1,2,0.757
16,PROTEINS,Perturbation Size,h=sha1,3,0.724
16,PROTEINS,Perturbation Size,h=sha1,4,0.687
16,PROTEINS,Perturbation Size,h=sha1,5,0.653
16,PROTEINS,Perturbation Size,h=sha1,6,0.618
16,PROTEINS,Perturbation Size,h=sha1,7,0.6
16,PROTEINS,Perturbation Size,h=sha1,8,0.563
16,PROTEINS,Perturbation Size,h=sha1,9,0.533
16,PROTEINS,Perturbation Size,h=sha1,10,0.501
16,PROTEINS,Perturbation Size,h=sha1,11,0.457
16,PROTEINS,Perturbation Size,h=sha1,12,0.416
16,PROTEINS,Perturbation Size,h=sha1,13,0.363
16,PROTEINS,Perturbation Size,h=sha1,14,0.346
16,PROTEINS,Perturbation Size,h=sha1,15,0.283
16,PROTEINS,Perturbation Size,h=sha1,16,0.262
16,PROTEINS,Perturbation Size,h=sha1,17,0.237
16,PROTEINS,Perturbation Size,h=sha1,20,0.131
16,PROTEINS,Perturbation Size,h=sha1,24,0.044
16,PROTEINS,Perturbation Size,h=sha1,25,0.016
16,PROTEINS,Perturbation Size,h=sha1,26,0.016
16,PROTEINS,Perturbation Size,h=sha1,27,0.016
16,PROTEINS,Perturbation Size,h=sha1,28,0.016
16,PROTEINS,Perturbation Size,h=sha1,29,0.016
16,PROTEINS,Perturbation Size,h=sha1,30,0.015
16,PROTEINS,Perturbation Size,h=sha1,31,0.014
16,PROTEINS,Perturbation Size,h=sha1,32,0.014
16,PROTEINS,Perturbation Size,h=sha1,33,0.014
16,PROTEINS,Perturbation Size,h=sha1,34,0.015
16,PROTEINS,Perturbation Size,h=sha256,0,0.813
16,PROTEINS,Perturbation Size,h=sha256,1,0.766
16,PROTEINS,Perturbation Size,h=sha256,2,0.738
16,PROTEINS,Perturbation Size,h=sha256,3,0.707
16,PROTEINS,Perturbation Size,h=sha256,4,0.67
16,PROTEINS,Perturbation Size,h=sha256,5,0.634
16,PROTEINS,Perturbation Size,h=sha256,6,0.602
16,PROTEINS,Perturbation Size,h=sha256,7,0.582
16,PROTEINS,Perturbation Size,h=sha256,8,0.552
16,PROTEINS,Perturbation Size,h=sha256,9,0.515
16,PROTEINS,Perturbation Size,h=sha256,10,0.483
16,PROTEINS,Perturbation Size,h=sha256,11,0.434
16,PROTEINS,Perturbation Size,h=sha256,12,0.397
16,PROTEINS,Perturbation Size,h=sha256,13,0.369
16,PROTEINS,Perturbation Size,h=sha256,14,0.326
16,PROTEINS,Perturbation Size,h=sha256,15,0.291
16,PROTEINS,Perturbation Size,h=sha256,16,0.257
16,PROTEINS,Perturbation Size,h=sha256,17,0.225
16,PROTEINS,Perturbation Size,h=sha256,18,0.192
16,PROTEINS,Perturbation Size,h=sha256,19,0.161
16,PROTEINS,Perturbation Size,h=sha256,20,0.117
16,PROTEINS,Perturbation Size,h=sha256,21,0.097
16,PROTEINS,Perturbation Size,h=sha256,22,0.064
16,PROTEINS,Perturbation Size,h=sha256,23,0.037
16,PROTEINS,Perturbation Size,h=sha256,24,0.029
16,PROTEINS,Perturbation Size,h=sha256,25,0.007
16,PROTEINS,Perturbation Size,h=sha256,26,0.009
16,PROTEINS,Perturbation Size,h=sha256,27,0.007
16,PROTEINS,Perturbation Size,h=sha256,28,0.007
16,PROTEINS,Perturbation Size,h=sha256,29,0.007
16,PROTEINS,Perturbation Size,h=sha256,30,0.007
16,PROTEINS,Perturbation Size,h=sha256,31,0.007
16,PROTEINS,Perturbation Size,h=sha256,32,0.005
16,PROTEINS,Perturbation Size,h=sha256,33,0.005
16,PROTEINS,Perturbation Size,h=sha256,34,0.007
16,DD,Perturbation Size,h=md5,0,0.799
16,DD,Perturbation Size,h=md5,1,0.789
16,DD,Perturbation Size,h=md5,2,0.759
16,DD,Perturbation Size,h=md5,3,0.74
16,DD,Perturbation Size,h=md5,4,0.728
16,DD,Perturbation Size,h=md5,5,0.701
16,DD,Perturbation Size,h=md5,6,0.678
16,DD,Perturbation Size,h=md5,7,0.648
16,DD,Perturbation Size,h=md5,8,0.623
16,DD,Perturbation Size,h=md5,9,0.586
16,DD,Perturbation Size,h=md5,10,0.557
16,DD,Perturbation Size,h=md5,16,0.346
16,DD,Perturbation Size,h=md5,19,0.222
16,DD,Perturbation Size,h=md5,20,0.198
16,DD,Perturbation Size,h=md5,21,0.168
16,DD,Perturbation Size,h=md5,22,0.147
16,DD,Perturbation Size,h=md5,23,0.074
16,DD,Perturbation Size,h=md5,26,0.011
16,DD,Perturbation Size,h=md5,29,0.011
