figure,dataset,x_axis,curve,x,certified_accuracy
11,Citeseer,Perturbation Size,S=60,38,0.817
11,Citeseer,Perturbation Size,S=60,39,0.817
11,Citeseer,Perturbation Size,S=40,1,0.692
11,Citeseer,Perturbation Size,S=40,2,0.666
11,Citeseer,Perturbation Size,S=40,3,0.66
11,Citeseer,Perturbation Size,S=40,4,0.657
11,Citeseer,Perturbation Size,S=40,5,0.655
11,Citeseer,Perturbation Size,S=40,6,0.651
11,Citeseer,Perturbation Size,S=40,7,0.648
11,Citeseer,Perturbation Size,S=40,8,0.644
11,Citeseer,Perturbation Size,S=40,9,0.623
11,Citeseer,Perturbation Size,S=40,10,0.616
11,Citeseer,Perturbation Size,S=40,11,0.607
11,Citeseer,Perturbation Size,S=40,12,0.598
11,Citeseer,Perturbation Size,S=40,13,0.586
11,Citeseer,Perturbation Size,S=40,14,0.575
11,Citeseer,Perturbation Size,S=40,15,0.563
11,Citeseer,Perturbation Size,S=40,16,0.545
11,Citeseer,Perturbation Size,S=40,35,0.914
11,Citeseer,Perturbation Size,S=40,36,0.914
11,Citeseer,Perturbation Size,S=40,37,0.914
11,Citeseer,Perturbation Size,S=40,38,0.914
11,Citeseer,Perturbation Size,S=40,39,0.914
11,Pubmed,Perturbation Size,S=80,0,0.854
11,Pubmed,Perturbation Size,S=80,2,0.1
11,Pubmed,Perturbation Size,S=80,3,0.1
11,Pubmed,Perturbation Size,S=80,4,0.1
11,Pubmed,Perturbation Size,S=80,5,0.1
11,Pubmed,Perturbation Size,S=80,6,0.1
11,Pubmed,Perturbation Size,S=80,38,0.114
11,Pubmed,Perturbation Size,S=80,39,0.034
11,Pubmed,Perturbation Size,S=80,40,0.007
11,Pubmed,Perturbation Size,S=80,41,0.007
11,Pubmed,Perturbation Size,S=80,42,0.007
11,Pubmed,Perturbation Size,S=80,43,0.007
11,Pubmed,Perturbation Size,S=80,44,0.007
11,Pubmed,Perturbation Size,S=80,45,0.007
11,Pubmed,Perturbation Size,S=80,46,0.007
11,Pubmed,Perturbation Size,S=80,47,0.005
11,Pubmed,Perturbation Size,S=80,48,0.007
11,Pubmed,Perturbation Size,S=60,0,0.867
11,Pubmed,Perturbation Size,S=60,29,0.132
11,Pubmed,Perturbation Size,S=60,30,0.005
11,Pubmed,Perturbation Size,S=60,31,0.005
11,Pubmed,Perturbation Size,S=60,32,0.005
11,Pubmed,Perturbation Size,S=60,33,0.005
11,Pubmed,Perturbation Size,S=60,34,0.005
11,Pubmed,Perturbation Size,S=60,35,0.005
11,Pubmed,Perturbation Size,S=60,36,0.005
11,Pubmed,Perturbation Size,S=60,37,0.005
11,Pubmed,Perturbation Size,S=60,38,0.005
11,Pubmed,Perturbation Size,S=60,39,0.016
11,Pubmed,Perturbation Size,S=60,40,0.016
11,Pubmed,Perturbation Size,S=60,41,0.016
11,Pubmed,Perturbation Size,S=60,42,0.016
11,Pubmed,Perturbation Size,S=60,43,0.016
11,Pubmed,Perturbation Size,S=60,44,0.015
11,Pubmed,Perturbation Size,S=60,45,0.014
11,Pubmed,Perturbation Size,S=60,46,0.014
11,Pubmed,Perturbation Size,S=60,47,0.014
11,Pubmed,Perturbation Size,S=60,48,0.015
11,Pubmed,Perturbation Size,S=40,0,0.871
11,Pubmed,Perturbation Size,S=40,19,0.131
11,Pubmed,Perturbation Size,S=40,20,0.018
11,Pubmed,Perturbation Size,S=40,21,0.007
11,Pubmed,Perturbation Size,S=40,22,0.007
11,Pubmed,Perturbation Size,S=40,23,0.007
11,Pubmed,Perturbation Size,S=40,24,0.007
11,Pubmed,Perturbation Size,S=40,25,0.007
11,Pubmed,Perturbation Size,S=40,26,0.007
11,Pubmed,Perturbation Size,S=40,27,0.007
11,Pubmed,Perturbation Size,S=40,28,0.007
11,Pubmed,Perturbation Size,S=40,29,0.007
11,Pubmed,Perturbation Size,S=40,30,0.01
11,Pubmed,Perturbation Size,S=40,31,0.009
11,Pubmed,Perturbation Size,S=40,32,0.009
11,Pubmed,Perturbation Size,S=40,33,0.009
11,Pubmed,Perturbation Size,S=40,34,0.009
11,Pubmed,Perturbation Size,S=40,35,0.009
11,Pubmed,Perturbation Size,S=40,36,0.009
11,Pubmed,Perturbation Size,S=40,37,0.009
11,Pubmed,Perturbation Size,S=40,38,0.01
11,Amazon-C,Perturbation Size,S=80,0,0.815
11,Amazon-C,Perturbation Size,S=80,2,0.1
11,Amazon-C,Perturbation Size,S=80,3,0.1
11,Amazon-C,Perturbation Size,S=80,4,0.1
11,Amazon-C,Perturbation Size,S=80,5,0.1
11,Amazon-C,Perturbation Size,S=80,6,0.1
11,Amazon-C,Perturbation Size,S=80,38,0.234
11,Amazon-C,Perturbation Size,S=80,39,0.009
11,Amazon-C,Perturbation Size,S=80,40,0.007
11,Amazon-C,Perturbation Size,S=80,41,0.007
11,Amazon-C,Perturbation Size,S=80,42,0.007
11,Amazon-C,Perturbation Size,S=80,43,0.007
11,Amazon-C,Perturbation Size,S=80,44,0.007
11,Amazon-C,Perturbation Size,S=80,45,0.007
11,Amazon-C,Perturbation Size,S=80,46,0.007
11,Amazon-C,Perturbation Size,S=80,47,0.005
11,Amazon-C,Perturbation Size,S=80,48,0.007
11,Amazon-C,Perturbation Size,S=60,0,0.8
11,Amazon-C,Perturbation Size,S=60,2,0.197
11,Amazon-C,Perturbation Size,S=60,3,0.197
11,Amazon-C,Perturbation Size,S=60,4,0.197
11,Amazon-C,Perturbation Size,S=60,5,0.197
11,Amazon-C,Perturbation Size,S=60,6,0.197
11,Amazon-C,Perturbation Size,S=60,29,0.007
11,Amazon-C,Perturbation Size,S=60,30,0.005
11,Amazon-C,Perturbation Size,S=60,31,0.005
11,Amazon-C,Perturbation Size,S=60,32,0.005
11,Amazon-C,Perturbation Size,S=60,33,0.005
11,Amazon-C,Perturbation Size,S=60,34,0.005
11,Amazon-C,Perturbation Size,S=60,35,0.005
11,Amazon-C,Perturbation Size,S=60,36,0.005
11,Amazon-C,Perturbation Size,S=60,37,0.005
11,Amazon-C,Perturbation Size,S=60,38,0.005
11,Amazon-C,Perturbation Size,S=60,39,0.016
11,Amazon-C,Perturbation Size,S=60,40,0.016
11,Amazon-C,Perturbation Size,S=60,41,0.016
11,Amazon-C,Perturbation Size,S=60,42,0.016
11,Amazon-C,Perturbation Size,S=60,43,0.016
11,Amazon-C,Perturbation Size,S=60,44,0.015
11,Amazon-C,Perturbation Size,S=60,45,0.014
11,Amazon-C,Perturbation Size,S=60,46,0.014
11,Amazon-C,Perturbation Size,S=60,47,0.014
11,Amazon-C,Perturbation Size,S=60,48,0.015
11,Amazon-C,Perturbation Size,S=40,0,0.834
11,Amazon-C,Perturbation Size,S=40,1,0.839
11,Amazon-C,Perturbation Size,S=40,19,0.106
11,Amazon-C,Perturbation Size,S=40,20,0.007
11,Amazon-C,Perturbation Size,S=40,21,0.007
11,Amazon-C,Perturbation Size,S=40,22,0.007
11,Amazon-C,Perturbation Size,S=40,23,0.007
11,Amazon-C,Perturbation Size,S=40,24,0.007
11,Amazon-C,Perturbation Size,S=40,25,0.007
11,Amazon-C,Perturbation Size,S=40,26,0.007
11,Amazon-C,Perturbation Size,S=40,27,0.007
11,Amazon-C,Perturbation Size,S=40,28,0.007
11,Amazon-C,Perturbation Size,S=40,29,0.01
11,Amazon-C,Perturbation Size,S=40,30,0.01
11,Amazon-C,Perturbation Size,S=40,31,0.009
11,Amazon-C,Perturbation Size,S=40,32,0.009
11,Amazon-C,Perturbation Size,S=40,33,0.009
11,Amazon-C,Perturbation Size,S=40,34,0.009
11,Amazon-C,Perturbation Size,S=40,35,0.009
11,Amazon-C,Perturbation Size,S=40,36,0.009
11,Amazon-C,Perturbation Size,S=40,37,0.009
12,Cora-ML,Perturbation Size,S=80,0,0.677
12,Cora-ML,Perturbation Size,S=80,1,0.675
12,Cora-ML,Perturbation Size,S=80,2,0.675
12,Cora-ML,Perturbation Size,S=80,3,0.675
12,Cora-ML,Perturbation Size,S=80,4,0.672
12,Cora-ML,Perturbation Size,S=80,5,0.672
12,Cora-ML,Perturbation Size,S=80,6,0.671
12,Cora-ML,Perturbation Size,S=80,7,0.671
12,Cora-ML,Perturbation Size,S=80,8,0.672
12,Cora-ML,Perturbation Size,S=80,9,0.672
12,Cora-ML,Perturbation Size,S=80,10,0.671
12,Cora-ML,Perturbation Size,S=80,11,0.671
12,Cora-ML,Perturbation Size,S=80,12,0.67
12,Cora-ML,Perturbation Size,S=80,13,0.667
12,Cora-ML,Perturbation Size,S=80,14,0.66
12,Cora-ML,Perturbation Size,S=80,15,0.654
12,Cora-ML,Perturbation Size,S=80,16,0.647
12,Cora-ML,Perturbation Size,S=80,17,0.64
12,Cora-ML,Perturbation Size,S=80,36,0.721
12,Cora-ML,Perturbation Size,S=80,37,0.721
12,Cora-ML,Perturbation Size,S=80,38,0.721
12,Cora-ML,Perturbation Size,S=80,39,0.721
12,Cora-ML,Perturbation Size,S=60,0,0.697
12,Cora-ML,Perturbation Size,S=60,1,0.692
12,Cora-ML,Perturbation Size,S=60,2,0.691
12,Cora-ML,Perturbation Size,S=60,3,0.687
12,Cora-ML,Perturbation Size,S=60,4,0.687
12,Cora-ML,Perturbation Size,S=60,5,0.68
12,Cora-ML,Perturbation Size,S=60,6,0.664
12,Cora-ML,Perturbation Size,S=60,7,0.661
12,Cora-ML,Perturbation Size,S=60,8,0.662
12,Cora-ML,Perturbation Size,S=60,9,0.655
12,Cora-ML,Perturbation Size,S=60,10,0.652
12,Cora-ML,Perturbation Size,S=60,11,0.651
12,Cora-ML,Perturbation Size,S=60,12,0.644
12,Cora-ML,Perturbation Size,S=60,13,0.641
12,Cora-ML,Perturbation Size,S=60,14,0.639
12,Cora-ML,Perturbation Size,S=60,15,0.637
12,Cora-ML,Perturbation Size,S=60,16,0.63
12,Cora-ML,Perturbation Size,S=60,17,0.623
12,Cora-ML,Perturbation Size,S=60,36,0.817
12,Cora-ML,Perturbation Size,S=60,37,0.817
12,Cora-ML,Perturbation Size,S=60,38,0.817
12,Cora-ML,Perturbation Size,S=60,39,0.817
12,Cora-ML,Perturbation Size,S=40,0,0.664
12,Cora-ML,Perturbation Size,S=40,1,0.662
12,Cora-ML,Perturbation Size,S=40,2,0.66
12,Cora-ML,Perturbation Size,S=40,3,0.66
12,Cora-ML,Perturbation Size,S=40,4,0.657
12,Cora-ML,Perturbation Size,S=40,5,0.653
12,Cora-ML,Perturbation Size,S=40,6,0.649
12,Cora-ML,Perturbation Size,S=40,7,0.645
12,Cora-ML,Perturbation Size,S=40,8,0.641
12,Cora-ML,Perturbation Size,S=40,9,0.639
12,Cora-ML,Perturbation Size,S=40,10,0.629
12,Cora-ML,Perturbation Size,S=40,11,0.621
12,Cora-ML,Perturbation Size,S=40,12,0.614
12,Cora-ML,Perturbation Size,S=40,13,0.605
12,Cora-ML,Perturbation Size,S=40,14,0.593
12,Cora-ML,Perturbation Size,S=40,15,0.572
12,Cora-ML,Perturbation Size,S=40,16,0.549
12,Cora-ML,Perturbation Size,S=40,17,0.517
12,Cora-ML,Perturbation Size,S=40,35,0.914
12,Cora-ML,Perturbation Size,S=40,36,0.914
12,Cora-ML,Perturbation Size,S=40,37,0.914
12,Cora-ML,Perturbation Size,S=40,38,0.914
12,Cora-ML,Perturbation Size,S=40,39,0.914
12,Citeseer,Perturbation Size,S=80,0,0.682
12,Citeseer,Perturbation Size,S=80,1,0.682
12,Citeseer,Perturbation Size,S=80,2,0.679
12,Citeseer,Perturbation Size,S=80,3,0.676
12,Citeseer,Perturbation Size,S=80,4,0.672
12,Citeseer,Perturbation Size,S=80,5,0.672
12,Citeseer,Perturbation Size,S=80,6,0.671
12,Citeseer,Perturbation Size,S=80,7,0.664
12,Citeseer,Perturbation Size,S=80,8,0.663
12,Citeseer,Perturbation Size,S=80,9,0.663
12,Citeseer,Perturbation Size,S=80,10,0.663
12,Citeseer,Perturbation Size,S=80,11,0.663
12,Citeseer,Perturbation Size,S=80,12,0.663
12,Citeseer,Perturbation Size,S=80,13,0.664
12,Citeseer,Perturbation Size,S=80,14,0.662
12,Citeseer,Perturbation Size,S=80,15,0.661
12,Citeseer,Perturbation Size,S=80,16,0.661
12,Citeseer,Perturbation Size,S=80,36,0.721
12,Citeseer,Perturbation Size,S=80,37,0.721
12,Citeseer,Perturbation Size,S=80,38,0.721
12,Citeseer,Perturbation Size,S=80,39,0.721
12,Citeseer,Perturbation Size,S=60,0,0.699
12,Citeseer,Perturbation Size,S=60,1,0.698
12,Citeseer,Perturbation Size,S=60,2,0.694
12,Citeseer,Perturbation Size,S=60,3,0.69
12,Citeseer,Perturbation Size,S=60,4,0.685
12,Citeseer,Perturbation Size,S=60,5,0.672
12,Citeseer,Perturbation Size,S=60,6,0.678
12,Citeseer,Perturbation Size,S=60,7,0.656
12,Citeseer,Perturbation Size,S=60,8,0.663
12,Citeseer,Perturbation Size,S=60,9,0.663
12,Citeseer,Perturbation Size,S=60,10,0.654
12,Citeseer,Perturbation Size,S=60,11,0.647
12,Citeseer,Perturbation Size,S=60,12,0.644
12,Citeseer,Perturbation Size,S=60,13,0.644
12,Citeseer,Perturbation Size,S=60,14,0.641
12,Citeseer,Perturbation Size,S=60,15,0.639
12,Citeseer,Perturbation Size,S=60,16,0.632
12,Citeseer,Perturbation Size,S=60,36,0.817
12,Citeseer,Perturbation Size,S=60,37,0.817
12,Citeseer,Perturbation Size,S=60,38,0.817
12,Citeseer,Perturbation Size,S=60,39,0.817
12,Citeseer,Perturbation Size,S=40,0,0.669
12,Citeseer,Perturbation Size,S=40,1,0.667
12,Citeseer,Perturbation Size,S=40,2,0.662
12,Citeseer,Perturbation Size,S=40,3,0.655
12,Citeseer,Perturbation Size,S=40,4,0.645
12,Citeseer,Perturbation Size,S=40,5,0.644
12,Citeseer,Perturbation Size,S=40,6,0.641
12,Citeseer,Perturbation Size,S=40,7,0.637
12,Citeseer,Perturbation Size,S=40,8,0.637
12,Citeseer,Perturbation Size,S=40,9,0.634
12,Citeseer,Perturbation Size,S=40,10,0.628
12,Citeseer,Perturbation Size,S=40,11,0.621
12,Citeseer,Perturbation Size,S=40,12,0.614
12,Citeseer,Perturbation Size,S=40,13,0.607
12,Citeseer,Perturbation Size,S=40,14,0.593
12,Citeseer,Perturbation Size,S=40,15,0.582
12,Citeseer,Perturbation Size,S=40,16,0.561
12,Citeseer,Perturbation Size,S=40,35,0.914
12,Citeseer,Perturbation Size,S=40,36,0.914
12,Citeseer,Perturbation Size,S=40,37,0.914
12,Citeseer,Perturbation Size,S=40,38,0.914
12,Citeseer,Perturbation Size,S=40,39,0.914
12,Pubmed,Perturbation Size,S=80,0,0.852
12,Pubmed,Perturbation Size,S=80,2,0.1
12,Pubmed,Perturbation Size,S=80,3,0.1
12,Pubmed,Perturbation Size,S=80,4,0.1
12,Pubmed,Perturbation Size,S=80,5,0.1
12,Pubmed,Perturbation Size,S=80,6,0.1
12,Pubmed,Perturbation Size,S=80,38,0.128
12,Pubmed,Perturbation Size,S=80,39,0.051
12,Pubmed,Perturbation Size,S=80,40,0.007
12,Pubmed,Perturbation Size,S=80,41,0.007
12,Pubmed,Perturbation Size,S=80,42,0.007
12,Pubmed,Perturbation Size,S=80,43,0.007
12,Pubmed,Perturbation Size,S=80,44,0.007
12,Pubmed,Perturbation Size,S=80,45,0.007
12,Pubmed,Perturbation Size,S=80,46,0.007
12,Pubmed,Perturbation Size,S=80,47,0.005
12,Pubmed,Perturbation Size,S=80,48,0.007
12,Pubmed,Perturbation Size,S=60,0,0.867
12,Pubmed,Perturbation Size,S=60,2,0.197
12,Pubmed,Perturbation Size,S=60,3,0.197
12,Pubmed,Perturbation Size,S=60,4,0.197
12,Pubmed,Perturbation Size,S=60,5,0.197
12,Pubmed,Perturbation Size,S=60,6,0.197
12,Pubmed,Perturbation Size,S=60,29,0.125
12,Pubmed,Perturbation Size,S=60,30,0.005
12,Pubmed,Perturbation Size,S=60,31,0.005
12,Pubmed,Perturbation Size,S=60,32,0.005
12,Pubmed,Perturbation Size,S=60,33,0.005
12,Pubmed,Perturbation Size,S=60,34,0.005
12,Pubmed,Perturbation Size,S=60,35,0.005
12,Pubmed,Perturbation Size,S=60,36,0.005
12,Pubmed,Perturbation Size,S=60,37,0.005
12,Pubmed,Perturbation Size,S=60,38,0.005
12,Pubmed,Perturbation Size,S=60,40,0.016
12,Pubmed,Perturbation Size,S=60,41,0.016
12,Pubmed,Perturbation Size,S=60,42,0.016
12,Pubmed,Perturbation Size,S=60,43,0.016
12,Pubmed,Perturbation Size,S=60,44,0.015
12,Pubmed,Perturbation Size,S=60,45,0.014
12,Pubmed,Perturbation Size,S=60,46,0.014
12,Pubmed,Perturbation Size,S=60,47,0.014
12,Pubmed,Perturbation Size,S=60,48,0.015
12,Pubmed,Perturbation Size,S=40,19,0.184
12,Pubmed,Perturbation Size,S=40,20,0.018
12,Pubmed,Perturbation Size,S=40,21,0.007
12,Pubmed,Perturbation Size,S=40,22,0.007
12,Pubmed,Perturbation Size,S=40,23,0.007
12,Pubmed,Perturbation Size,S=40,24,0.007
12,Pubmed,Perturbation Size,S=40,25,0.007
12,Pubmed,Perturbation Size,S=40,26,0.007
12,Pubmed,Perturbation Size,S=40,27,0.007
12,Pubmed,Perturbation Size,S=40,28,0.007
12,Pubmed,Perturbation Size,S=40,29,0.007
12,Pubmed,Perturbation Size,S=40,30,0.01
12,Pubmed,Perturbation Size,S=40,31,0.009
12,Pubmed,Perturbation Size,S=40,32,0.009
12,Pubmed,Perturbation Size,S=40,33,0.009
12,Pubmed,Perturbation Size,S=40,34,0.009
12,Pubmed,Perturbation Size,S=40,35,0.009
12,Pubmed,Perturbation Size,S=40,36,0.009
12,Pubmed,Perturbation Size,S=40,37,0.009
12,Pubmed,Perturbation Size,S=40,38,0.01
12,Amazon-C,Perturbation Size,S=80,0,0.797
12,Amazon-C,Perturbation Size,S=80,1,0.794
12,Amazon-C,Perturbation Size,S=80,2,0.792
12,Amazon-C,Perturbation Size,S=80,3,0.79
12,Amazon-C,Perturbation Size,S=80,4,0.787
12,Amazon-C,Perturbation Size,S=80,5,0.785
12,Amazon-C,Perturbation Size,S=80,6,0.782
12,Amazon-C,Perturbation Size,S=80,7,0.777
12,Amazon-C,Perturbation Size,S=80,8,0.775
12,Amazon-C,Perturbation Size,S=80,9,0.772
12,Amazon-C,Perturbation Size,S=80,10,0.77
12,Amazon-C,Perturbation Size,S=80,11,0.768
12,Amazon-C,Perturbation Size,S=80,12,0.766
12,Amazon-C,Perturbation Size,S=80,13,0.761
12,Amazon-C,Perturbation Size,S=80,14,0.759
12,Amazon-C,Perturbation Size,S=80,15,0.753
12,Amazon-C,Perturbation Size,S=80,16,0.748
12,Amazon-C,Perturbation Size,S=60,0,0.811
12,Amazon-C,Perturbation Size,S=60,1,0.809
12,Amazon-C,Perturbation Size,S=60,2,0.805
12,Amazon-C,Perturbation Size,S=60,3,0.79
12,Amazon-C,Perturbation Size,S=60,4,0.787
12,Amazon-C,Perturbation Size,S=60,5,0.777
12,Amazon-C,Perturbation Size,S=60,6,0.775
12,Amazon-C,Perturbation Size,S=60,7,0.778
12,Amazon-C,Perturbation Size,S=60,8,0.77
12,Amazon-C,Perturbation Size,S=60,9,0.766
12,Amazon-C,Perturbation Size,S=60,10,0.762
12,Amazon-C,Perturbation Size,S=60,11,0.761
12,Amazon-C,Perturbation Size,S=60,12,0.756
12,Amazon-C,Perturbation Size,S=60,13,0.753
12,Amazon-C,Perturbation Size,S=60,14,0.748
12,Amazon-C,Perturbation Size,S=60,15,0.736
12,Amazon-C,Perturbation Size,S=60,16,0.729
12,Amazon-C,Perturbation Size,S=60,36,0.817
12,Amazon-C,Perturbation Size,S=60,37,0.817
12,Amazon-C,Perturbation Size,S=60,38,0.817
12,Amazon-C,Perturbation Size,S=60,39,0.817
12,Amazon-C,Perturbation Size,S=40,0,0.825
12,Amazon-C,Perturbation Size,S=40,1,0.818
12,Amazon-C,Perturbation Size,S=40,2,0.814
12,Amazon-C,Perturbation Size,S=40,3,0.807
12,Amazon-C,Perturbation Size,S=40,4,0.8
12,Amazon-C,Perturbation Size,S=40,5,0.794
12,Amazon-C,Perturbation Size,S=40,6,0.772
12,Amazon-C,Perturbation Size,S=40,7,0.768
12,Amazon-C,Perturbation Size,S=40,8,0.763
12,Amazon-C,Perturbation Size,S=40,9,0.753
12,Amazon-C,Perturbation Size,S=40,10,0.744
12,Amazon-C,Perturbation Size,S=40,11,0.731
12,Amazon-C,Perturbation Size,S=40,12,0.72
12,Amazon-C,Perturbation Size,S=40,13,0.706
12,Amazon-C,Perturbation Size,S=40,14,0.691
12,Amazon-C,Perturbation Size,S=40,15,0.668
12,Amazon-C,Perturbation Size,S=40,16,0.644
12,Amazon-C,Perturbation Size,S=40,35,0.914
12,Amazon-C,Perturbation Size,S=40,36,0.914
12,Amazon-C,Perturbation Size,S=40,37,0.914
12,Amazon-C,Perturbation Size,S=40,38,0.914
12,Amazon-C,Perturbation Size,S=40,39,0.914
13,Cora-ML,Perturbation Size,S=80,0,0.672
13,Cora-ML,Perturbation Size,S=80,1,0.67
13,Cora-ML,Perturbation Size,S=80,2,0.67
13,Cora-ML,Perturbation Size,S=80,3,0.668
13,Cora-ML,Perturbation Size,S=80,4,0.666
13,Cora-ML,Perturbation Size,S=80,5,0.663
13,Cora-ML,Perturbation Size,S=80,6,0.663
13,Cora-ML,Perturbation Size,S=80,7,0.662
13,Cora-ML,Perturbation Size,S=80,8,0.66
13,Cora-ML,Perturbation Size,S=80,9,0.657
13,Cora-ML,Perturbation Size,S=80,10,0.657
13,Cora-ML,Perturbation Size,S=80,11,0.656
13,Cora-ML,Perturbation Size,S=80,12,0.656
13,Cora-ML,Perturbation Size,S=80,13,0.655
13,Cora-ML,Perturbation Size,S=80,14,0.653
13,Cora-ML,Perturbation Size,S=80,15,0.652
13,Cora-ML,Perturbation Size,S=80,16,0.645
13,Cora-ML,Perturbation Size,S=80,17,0.643
13,Cora-ML,Perturbation Size,S=80,36,0.721
13,Cora-ML,Perturbation Size,S=80,37,0.721
13,Cora-ML,Perturbation Size,S=80,38,0.721
13,Cora-ML,Perturbation Size,S=80,39,0.721
13,Cora-ML,Perturbation Size,S=60,0,0.694
13,Cora-ML,Perturbation Size,S=60,1,0.69
13,Cora-ML,Perturbation Size,S=60,2,0.689
13,Cora-ML,Perturbation Size,S=60,3,0.683
13,Cora-ML,Perturbation Size,S=60,4,0.683
13,Cora-ML,Perturbation Size,S=60,5,0.678
13,Cora-ML,Perturbation Size,S=60,6,0.676
13,Cora-ML,Perturbation Size,S=60,7,0.672
13,Cora-ML,Perturbation Size,S=60,8,0.67
13,Cora-ML,Perturbation Size,S=60,9,0.667
13,Cora-ML,Perturbation Size,S=60,10,0.666
13,Cora-ML,Perturbation Size,S=60,11,0.662
13,Cora-ML,Perturbation Size,S=60,12,0.663
13,Cora-ML,Perturbation Size,S=60,13,0.648
13,Cora-ML,Perturbation Size,S=60,14,0.646
13,Cora-ML,Perturbation Size,S=60,15,0.667
13,Cora-ML,Perturbation Size,S=60,16,0.661
13,Cora-ML,Perturbation Size,S=60,17,0.657
13,Cora-ML,Perturbation Size,S=60,36,0.817
13,Cora-ML,Perturbation Size,S=60,37,0.817
13,Cora-ML,Perturbation Size,S=60,38,0.817
13,Cora-ML,Perturbation Size,S=60,39,0.817
13,Cora-ML,Perturbation Size,S=40,1,0.678
13,Cora-ML,Perturbation Size,S=40,2,0.662
13,Cora-ML,Perturbation Size,S=40,3,0.66
13,Cora-ML,Perturbation Size,S=40,4,0.657
13,Cora-ML,Perturbation Size,S=40,5,0.653
13,Cora-ML,Perturbation Size,S=40,6,0.648
13,Cora-ML,Perturbation Size,S=40,7,0.644
13,Cora-ML,Perturbation Size,S=40,8,0.639
13,Cora-ML,Perturbation Size,S=40,9,0.637
13,Cora-ML,Perturbation Size,S=40,10,0.626
13,Cora-ML,Perturbation Size,S=40,11,0.618
13,Cora-ML,Perturbation Size,S=40,12,0.609
13,Cora-ML,Perturbation Size,S=40,13,0.598
13,Cora-ML,Perturbation Size,S=40,14,0.586
13,Cora-ML,Perturbation Size,S=40,15,0.57
13,Cora-ML,Perturbation Size,S=40,16,0.547
13,Cora-ML,Perturbation Size,S=40,17,0.517
13,Cora-ML,Perturbation Size,S=40,35,0.914
13,Cora-ML,Perturbation Size,S=40,36,0.914
13,Cora-ML,Perturbation Size,S=40,37,0.914
13,Cora-ML,Perturbation Size,S=40,38,0.914
13,Cora-ML,Perturbation Size,S=40,39,0.914
13,Citeseer,Perturbation Size,S=80,0,0.679
13,Citeseer,Perturbation Size,S=80,1,0.679
13,Citeseer,Perturbation Size,S=80,2,0.677
13,Citeseer,Perturbation Size,S=80,3,0.672
13,Citeseer,Perturbation Size,S=80,4,0.67
13,Citeseer,Perturbation Size,S=80,5,0.67
13,Citeseer,Perturbation Size,S=80,6,0.667
13,Citeseer,Perturbation Size,S=80,7,0.664
13,Citeseer,Perturbation Size,S=80,8,0.661
13,Citeseer,Perturbation Size,S=80,9,0.661
13,Citeseer,Perturbation Size,S=80,10,0.662
13,Citeseer,Perturbation Size,S=80,11,0.661
13,Citeseer,Perturbation Size,S=80,12,0.66
13,Citeseer,Perturbation Size,S=80,13,0.659
13,Citeseer,Perturbation Size,S=80,14,0.655
13,Citeseer,Perturbation Size,S=80,15,0.654
13,Citeseer,Perturbation Size,S=80,16,0.654
13,Citeseer,Perturbation Size,S=80,36,0.721
13,Citeseer,Perturbation Size,S=80,37,0.721
13,Citeseer,Perturbation Size,S=80,38,0.721
13,Citeseer,Perturbation Size,S=80,39,0.721
13,Citeseer,Perturbation Size,S=60,0,0.664
13,Citeseer,Perturbation Size,S=60,1,0.663
13,Citeseer,Perturbation Size,S=60,2,0.662
13,Citeseer,Perturbation Size,S=60,3,0.66
13,Citeseer,Perturbation Size,S=60,4,0.66
13,Citeseer,Perturbation Size,S=60,5,0.657
13,Citeseer,Perturbation Size,S=60,6,0.657
13,Citeseer,Perturbation Size,S=60,7,0.653
13,Citeseer,Perturbation Size,S=60,8,0.652
13,Citeseer,Perturbation Size,S=60,9,0.651
13,Citeseer,Perturbation Size,S=60,10,0.645
13,Citeseer,Perturbation Size,S=60,11,0.641
13,Citeseer,Perturbation Size,S=60,12,0.639
13,Citeseer,Perturbation Size,S=60,13,0.638
13,Citeseer,Perturbation Size,S=60,14,0.634
13,Citeseer,Perturbation Size,S=60,15,0.63
13,Citeseer,Perturbation Size,S=60,16,0.628
13,Citeseer,Perturbation Size,S=60,36,0.817
13,Citeseer,Perturbation Size,S=60,37,0.817
13,Citeseer,Perturbation Size,S=60,38,0.817
13,Citeseer,Perturbation Size,S=60,39,0.817
13,Citeseer,Perturbation Size,S=40,0,0.694
13,Citeseer,Perturbation Size,S=40,1,0.69
13,Citeseer,Perturbation Size,S=40,2,0.687
13,Citeseer,Perturbation Size,S=40,3,0.68
13,Citeseer,Perturbation Size,S=40,4,0.653
13,Citeseer,Perturbation Size,S=40,5,0.651
13,Citeseer,Perturbation Size,S=40,6,0.648
13,Citeseer,Perturbation Size,S=40,7,0.643
13,Citeseer,Perturbation Size,S=40,8,0.641
13,Citeseer,Perturbation Size,S=40,9,0.637
13,Citeseer,Perturbation Size,S=40,10,0.632
13,Citeseer,Perturbation Size,S=40,11,0.628
13,Citeseer,Perturbation Size,S=40,12,0.623
13,Citeseer,Perturbation Size,S=40,13,0.614
13,Citeseer,Perturbation Size,S=40,14,0.6
13,Citeseer,Perturbation Size,S=40,15,0.585
13,Citeseer,Perturbation Size,S=40,16,0.563
13,Citeseer,Perturbation Size,S=40,35,0.914
13,Citeseer,Perturbation Size,S=40,36,0.914
13,Citeseer,Perturbation Size,S=40,37,0.914
