figure,dataset,x_axis,curve,lambda,M_lambda,y_max,source
11,SG+Wheel,lambda,h=SHA256,8,0.092,7.5,measured
11,Benzene,lambda,h=MD5,1,2.139,4.0,measured
11,Benzene,lambda,h=MD5,2,1.371,4.0,measured
11,Benzene,lambda,h=MD5,3,0.784,4.0,measured
11,Benzene,lambda,h=MD5,4,0.261,4.0,measured
11,Benzene,lambda,h=MD5,5,0.082,4.0,measured
11,Benzene,lambda,h=MD5,6,0.082,4.0,measured
11,Benzene,lambda,h=SHA1,1,2.367,4.0,measured
11,Benzene,lambda,h=SHA1,2,1.469,4.0,measured
11,Benzene,lambda,h=SHA1,3,0.98,4.0,measured
11,Benzene,lambda,h=SHA1,4,0.0,4.0,inferred
11,Benzene,lambda,h=SHA1,5,0.09,4.0,measured
11,Benzene,lambda,h=SHA1,6,0.0,4.0,inferred
11,Benzene,lambda,h=SHA256,1,2.465,4.0,measured
11,Benzene,lambda,h=SHA256,2,1.584,4.0,measured
11,Benzene,lambda,h=SHA256,3,0.898,4.0,measured
11,Benzene,lambda,h=SHA256,4,0.359,4.0,measured
11,Benzene,lambda,h=SHA256,5,0.049,4.0,measured
11,Benzene,lambda,h=SHA256,6,0.049,4.0,measured
11,FC,lambda,h=MD5,1,2.792,4,measured
11,FC,lambda,h=MD5,2,1.845,4,measured
11,FC,lambda,h=MD5,3,0.914,4,measured
11,FC,lambda,h=MD5,4,0.082,4,measured
11,FC,lambda,h=MD5,5,0.082,4,measured
11,FC,lambda,h=SHA1,1,2.882,4,measured
11,FC,lambda,h=SHA1,2,1.722,4,measured
11,FC,lambda,h=SHA1,3,0.865,4,measured
11,FC,lambda,h=SHA1,4,0.0,4,inferred
11,FC,lambda,h=SHA1,5,0.09,4,measured
11,FC,lambda,h=SHA256,1,2.873,4,measured
11,FC,lambda,h=SHA256,2,1.78,4,measured
11,FC,lambda,h=SHA256,3,0.735,4,measured
11,FC,lambda,h=SHA256,4,0.049,4,measured
11,FC,lambda,h=SHA256,5,0.049,4,measured
